1,1,1,1,1,2.307934008,1.524120057,2.924913998,2.794452658,1.637461123,1.682833196,2.31911145,2.92070118,1.416220114,1.04111929,1.019499887,1.886440727,2.243987254,2.959962453,1.968283302,1.075629646,1.305314565,1.039710894,2.527699062,1.477819932,2.449379297,1.763895281,1.305433852,1.863291946,2.73449423,1.574594015,1.355318118,1.986426789,2.761935203,1.798691529,1.627520559,1.614640815,2.307631793,1.747936832,1.507868753,2.362948752,106
1,1,1,1,1,2.420208351,1.885801057,1.794376397,2.599184563,2.331191734,2.304605416,2.961364976,2.964242067,1.702124268,1.956843807,2.697250382,2.351916309,2.75914549,2.822816573,2.682298051,1.63346403,1.438849966,2.866857033,2.387760742,2.460590514,2.721626807,1.580805932,1.55769699,1.718554865,2.196827736,1.923779915,1.738444227,2.57006007,2.282711173,1.655741117,1.62478172,2.214304342,1.446313956,1.32846693,2.697119933,1.133339064,85
1,1,1,1,1,1.684204342,2.214106859,2.0697648,1.823581732,1.203990059,1.290829069,2.285293264,1.649977982,2.645833618,2.745615109,1.401018461,2.99737688,2.689163057,2.815815601,1.196364069,2.532465109,2.930715943,2.968653658,2.920278435,1.371121172,2.899044132,1.527773886,1.3155033,1.956814324,1.598787853,2.920169426,2.829059614,2.735215861,1.277693706,1.568493759,1.9373141,1.165507184,1.34042273,2.02794066,1.561825175,1.167111385,87
1,1,1,1,1,1.713892628,1.379416436,1.736913456,2.049924766,2.779704495,2.581799444,1.538708148,1.812767627,2.967110714,2.185429942,2.141359627,1.819989352,2.198513351,1.952060861,2.653437826,1.774970128,2.453185466,2.799665622,2.887060342,1.440907853,2.790926847,2.244454801,1.90598961,1.465546697,2.855049925,2.437024119,2.291584836,1.289239149,2.528877496,1.494140919,1.704629295,1.458990745,1.89400005,2.196939733,2.952349477,2.346741237,77
1,1,1,1,1,2.665049867,2.598606255,2.833049671,2.664840942,1.765929648,2.155061762,2.176076826,2.290747613,1.078034701,2.099824845,1.934773832,1.497700467,1.074232553,2.424695099,2.205362016,2.81797961,2.669019609,1.928600221,1.877382148,2.038633078,1.832642949,2.330689842,2.451494233,2.32457968,1.444277913,1.003458988,1.054101816,1.197504431,1.087854348,1.610995481,1.538938864,1.599982627,1.526697485,2.414513036,1.424489685,2.767911788,100
1,1,1,1,1,2.781537041,1.60366457,2.965088432,2.005762313,2.039272503,2.876687519,2.090630993,2.33545883,2.871325747,2.891127465,1.868708268,2.657513219,1.354853189,2.712173217,1.429606023,1.176842002,2.671033902,1.826009596,2.954997724,1.126511377,2.830838086,1.386619356,2.164508733,1.015841549,2.722866823,2.746428122,2.986255625,2.679747428,2.226175852,1.068606196,2.766197826,1.441579223,1.097769268,2.100186944,2.330080587,1.028170116,44
1,1,1,1,1,2.358011825,2.898247861,2.696767443,2.646345641,2.520729852,2.862737686,2.694212733,1.374554241,2.378836315,1.147352963,1.49293367,2.794715152,2.799423913,2.150140907,1.958606734,1.877170908,1.340897929,1.251684298,2.682166568,1.305772135,2.154859192,2.221818809,2.216748031,2.901696717,1.377522069,2.807230789,1.6456653,1.568481474,2.268242846,1.278760746,2.82003667,2.831543819,1.888597292,1.346129568,2.056321572,2.641706867,85.77777778
1,1,1,1,1,1.451990941,1.242835924,2.585444187,1.111941169,1.789230937,1.923152254,1.066385492,2.974889665,1.753509982,2.98348259,2.66482242,2.644380038,1.925424641,2.713249412,2.87809667,2.103137826,2.577705856,2.70142657,2.591329813,1.038204276,1.446679705,2.756622195,1.470934151,1.107005794,2.594622464,2.989043933,1.87777378,2.905338173,1.59877106,1.657798858,2.22286501,2.507003177,2.640686131,1.599680273,2.00161773,1.815314766,86.08809524
1,1,1,1,1,2.046270092,2.778577239,1.704273196,2.192737097,2.980622143,2.951090636,2.984025117,1.644629562,2.711760361,2.843837867,2.160058875,1.859385141,1.197403676,2.412530279,2.802936074,1.772317827,2.160122334,1.802339947,2.865919887,1.049217225,1.42259356,1.002267755,1.880126311,2.927042018,1.458422669,1.950889834,2.668254856,1.453400675,2.079677585,2.298585526,1.517423338,1.31895603,2.322458093,1.111024039,1.617629224,1.310946746,68
1,1,1,1,1,1.490345937,1.476846037,1.514031981,1.376615223,2.100350342,1.34557038,2.868890454,2.012727164,2.180314207,2.487502504,1.343118592,1.736525488,2.304925856,1.403480624,2.602581376,2.114497394,1.513458996,1.010175106,1.935106035,2.282597335,1.991143581,1.224817048,1.604102961,2.566571087,1.707514036,2.258719915,2.027873453,2.960719499,1.526825727,1.511069284,1.97682005,2.325112621,1.568158726,1.655337659,1.844793167,2.169785395,102
